
																																																																																						
KODE_PABRIK	KODE_GRPOBAT	KODE_JENISOBAT	KODE_IPAOBAT	KODE_GENOBAT	KODE_ASKESOBAT	KODE_KONOBAT	KODE_OBAT	NAMA_OBAT	KEMASAN_OBAT	SATUAN_OBAT	ISI_OBAT	DOSIS_OBAT	HNAREG_OBAT	HNAPPNREG_OBAT	HNAGENPPN_OBAT	HNAOTCPPN_OBAT	HJAPPN_OBAT	HNAASKES_OBAT	HNAPPNASKES_OBAT	HKSPPN_OBAT	TGLAKTBELI_OBAT	KODE_KREDITUR	TGLAKTJUAL_OBAT	KODE_KLTLOBAT	QTYAWAL_OBAT	QTYBELI_OBAT	QTYDROPING_OBAT	QTYJUAL_OBAT	QTYAWALK_OBAT	QTYBELIK_OBAT	QTYDROPK_OBAT	QTYJUALK_OBAT	STOCKMINIM_OBAT	STOCKBESAR_OBAT	STOCKRACIK_OBAT	STOCKDPHO_OBAT	STOCKKON_OBAT	TGLBARU_OBAT	TGLEXPIRE_OBAT	QTYAKHIR_OBAT	QTYAKHIRK_OBAT	KODE_PBF	BISNIS_BARANG	KOBAT_ASKES	KODE_OPNAME	HJDS_OPNAME	HPP_OPNAME	TGL_EDIT	PEMAKAI	KODE_OUTLET	DISC1	DISC2	HARGA	BARCODE	MIN_QTY	FAKTOR1	FAKTOR2	FAKTOR3	FAKTOR4	DISC	DISCH	DISCU	DISCA	TANGGAL1	TANGGAL2	HJAR	HJAH	HJAU	HJAA	LOKASI	CAT	SUBCAT	CLAS	SUBCLAS	WKT_TRANSFER	TEMP_STOCK	VALID	KODEDEBITUR	BYR_VOUCHER	STD_OBAT	AKTIF_OBAT	TGL1	TGL2	DISC_RP	DISC_SEN	
086	2	14	03	11	0	0	0861114203007	METHYCOBAL 500MCG CAP@100	DUSCAP100	CAP	100	500.00	3073.00	3381.00	0.00	1.00	0.00	2926.86	3219.55	1.00	05/02/2014	ASPBFA0013	10/20/2015	1	33.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	M-0320	1			2996.00	2996.00	04/09/2013	0861114203007	2140100002	0.00	0.00	2522.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	ANALGETIK	PRESCRIPTION	Drugs	Central Nervous System	Nootropics & Neurotonics		0.00	Y		0	3	-	-	-	0.00	0.00	
086	2	14	03	11	0	0	0861114203008	PURUBEX  50MG CAP@100	DUSCAP100	CAP	100	50.00	4992.00	5491.00	0.00	1.00	0.00	4538.00	4992.00	1.00	05/05/2014	ASPBF00399	08/21/2015	1	23.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	P-1058	1	BMJAYA		4992.00	4992.00	05/02/2014	0861114203008	2140100002	0.00	0.00	3379.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	PENCERNAAN	PRESCRIPTION	Drugs	Gastro Intestinal & Hepatobili	Antacids, Antireflux Agents & Antiulcerants		0.00	Y		0	3	-	-	-	0.00	0.00	
086	2	14	41	11	0	0	0861114241011	HOMOCLOMIN 10MG TAB@100	DUSTAB100	TAB	100	10.00	2369.00	2605.00	0.00	1.00	0.00	2203.36	2423.70	0.00	05/02/2014	ASPBFA0013	09/17/2015	1	9.00	0.00	-10.00	0.00	0.00	0.00	0.00	0.00	15.00	0.00	0.00	0.00	1.00	-	-	+1.90000000000000E+001	0.00	H-0183	1	BMJAYA		2369.00	2369.00	04/02/2012	0861114241011	2140100002	0.00	0.00	1723.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	HISTAMIN	PRESCRIPTION	Drugs	Allergy & Immune System	Antihistamines & Antiallergics		0.00	Y		0	3	-	-	-	0.00	0.00	
086	2	14	41	11	0	0	0861114241014	MERISLON TAB@100	DUSTAB100	TAB	100	6.00	3847.00	4231.00	0.00	1.00	0.00	3577.37	3935.11	1.00	04/30/2014	ASPBFC0010	10/21/2015	1	84.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	M-0272	1	BMJAYA		3770.00	3770.00	01/08/2014	0861114241014	2140100002	5.00	0.00	2790.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	ANALGETIK	PRESCRIPTION	Drugs	Central Nervous System	Antivertigo Drugs		0.00	Y		0	3	-	-	-	0.00	0.00	
086	2	14	41	11	0	0	0861114241018	MYONAL 50MG TAB@100	DUSTAB100	TAB	100	50.00	6224.00	6846.00	0.00	1.00	0.00	5927.41	6520.15	1.00	05/02/2014	ASPBFA0013	10/01/2015	1	38.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	M-0673	1	BMJAYA		6224.00	6224.00	09/09/2013	0861114241018	2140100002	2.50	0.00	5207.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	MUSCLE	PRESCRIPTION	Drugs	Musculo-Skeletal System	Muscle Relaxants		0.00	Y		0	3	-	-	-	0.00	0.00	
086	2	14	41	11	0	0	0861114241019	PARIET 10MG TAB@14	DUSTAB14	TAB	14	10.00	16122.00	17735.00	0.00	1.00	0.00	14656.64	16122.28	1.00	05/02/2014	ASPBFA0013	05/30/2015	1	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	P-0217	1			16122.00	16122.00	12/24/2013	0861114241019	2140100002	2.50	0.00	13521.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	PENCERNAAN	PRESCRIPTION	Drugs	Gastro Intestinal & Hepatobili	Antacids, Antireflux Agents & Antiulcerants		0.00	Y		0	3	-	-	-	0.00	0.00	
242	2	504	1507	11	0	0	2421115072005	ACILAZ 30MG CAP@20	DUSCAP20	CAP	20	30.00	12000.00	13200.00	0.00	1.00	0.00	11000.00	12100.00	0.00	01/27/2015	ASPBFM0029	09/28/2015	1	0.00	0.00	-20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+2.00000000000000E+001	0.00		1			11400.00	11400.00	02/20/2014	2421115072005		5.00	0.00	0.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	PENCERNAAN	PRESCRIPTION	Drugs	Gastro Intestinal & Hepatobili	Other Gastrointestinal Drugs	-	0.00	Y		-	3	-	-	-	0.00	0.00	
086	2	14	41	12	0	0	0861114241021	STROCAIN P TAB@100	DUSTAB100	TAB	100	1.00	1750.00	1925.00	0.00	0.00	0.00	1667.00	1834.00	0.00	05/02/2014	ASPBF00399	10/18/2015	1	95.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	52.00	0.00	0.00	0.00	1.00	-	-	+7.50000000000000E+001	0.00		1			1750.00	1750.00	05/02/2014	0861114241021	2140100002	0.00	0.00	1404.00	8997012850056	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	PENCERNAAN	PRESCRIPTION	Drugs	Gastro Intestinal & Hepatobili	Antacids, Antireflux Agents & Antiulcerants		0.00	Y		0	3	-	-	-	0.00	0.00	
086	2	14	50	11	0	0	0861114250001	MERCOTIN DROP 20ML	BTLBTL1	BTL	1	1.00	62946.00	69241.00	0.00	1.00	0.00	48392.00	53231.00	0.00	04/16/2014	ASPBFS0874	10/23/2015	1	2.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	M-0259	1	BMJAYA		58540.00	58540.00	08/02/2011	0861114250001	2140100002	10.00	0.00	42712.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	ORAL DROP	PRESCRIPTION	Drugs	Central Nervous System	Antivertigo Drugs		0.00	Y		0	3	-	-	-	0.00	0.00	
977	2	42	51	12	0	0	0861642251001	SENSITIF TES HAMIL@25	DUSSTR25	STR	25	1.00	18509.00	20360.00	0.00	0.00	0.00	16500.00	18150.00	0.00	04/03/2014	ASPBF00963	10/22/2015	1	19.00	0.00	-25.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+3.40000000000000E+001	0.00		1	BMJAYA		17584.00	17584.00	12/09/2013	0861642251001		6.00	6.25	16250.00	8992846223038	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	SEX HV	HEALTH	Medical Equipment	Home Diagnostics	Pregnancy & Ovulation Test		0.00	Y		-	3	-	-	-	0.00	0.00	
404	2	14	04	11	0	0	0881114204002	KETOMED 2% CR 15GR	TUBTUB1	TUB	1	1.00	20700.00	22770.00	0.00	1.00	0.00	20700.00	22770.00	1.00	04/29/2014	ASPBFS0179	06/25/2015	1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	K-0224	1			18000.00	18000.00	10/08/2013	0881114204002	2140100002	5.00	0.00	19800.00	8995232700403	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	CR/SALEP	PRESCRIPTION	Drugs	Dermatologicals	Topical Antifungals & Antiparasites		0.00	Y		0	3	-	-	-	0.00	0.00	
404	2	14	04	11	0	0	0881114204004	KLODERMA CR 5GR	TUBTUB1	TUB	1	1.00	16800.00	18480.00	0.00	1.00	0.00	16800.00	18480.00	1.00	04/22/2014	ASPBFS0179	07/13/2015	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	K-0257	1	BMJAYA		15600.00	15600.00	10/08/2013	0881114204004	2140100002	5.00	0.00	16500.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	CR/SALEP	PRESCRIPTION	Drugs	Dermatologicals	Topical Corticosteroids		0.00	Y		0	3	-	-	-	0.00	0.00	
404	2	14	04	11	0	0	0881114204003	KLODERMA CR 10GR	TUBTUB1	TUB	1	1.00	27500.00	30250.00	0.00	1.00	0.00	25000.00	27500.00	1.00	04/30/2014	ASPBFS0179	07/17/2015	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	K-0258	1	BMJAYA		27500.00	27500.00	10/08/2013	0881114204003	2140100002	5.00	0.00	24035.00	8995232700250	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	CR/SALEP	PRESCRIPTION	Drugs	Dermatologicals	Topical Corticosteroids		0.00	Y		0	3	-	-	-	0.00	0.00	
404	2	14	04	11	0	0	0881114204006	VITACID 0.05% CR 20GR	TUBTUB1	TUB	1	1.00	27850.00	30635.00	0.00	1.00	0.00	27850.00	30635.00	0.00	12/23/2014	ASPBFC0010	10/07/2015	1	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	V-0343	1	BMJAYA		25300.00	25300.00	03/19/2012	0881114204006	2140100002	0.00	0.00	27830.00	8995232700588	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	CR/SALEP	PRESCRIPTION	Drugs	Dermatologicals	Acne Treatment Preparations		0.00	Y		0	3	-	-	-	0.00	0.00	
404	2	14	04	11	0	0	0881114204005	VITACID 0.025% CR 15GR	TUBTUB1	TUB	1	1.00	18975.00	20872.00	0.00	1.00	0.00	18975.00	20872.00	0.00	11/25/2014	ASPBFS0179	10/10/2015	1	2.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+1.00000000000000E+000	0.00	V-0344	1	BMJAYA		33962.00	33962.00	04/03/2013	0881114204005	2140100002	5.00	0.00	18975.00	8995232700564	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	CR/SALEP	PRESCRIPTION	Drugs	Dermatologicals	Acne Treatment Preparations		0.00	Y		0	3	-	-	-	0.00	0.00	
404	2	14	04	11	0	0	0881114204008	VITAQUIN CR 15GR	TUBTUB1	TUB	1	1.00	54750.00	60225.00	0.00	1.00	0.00	49750.00	54725.00	1.00	01/13/2015	ASPBFS0179	09/02/2015	1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	V-0601	1	BMJAYA		54750.00	54750.00	10/08/2013	0881114204008	2140100002	2.50	0.00	41112.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	CR/SALEP	PRESCRIPTION	Drugs	Dermatologicals	Other Dermatologicals		0.00	Y		0	3	-	-	-	0.00	0.00	
404	2	14	15	11	0	0	0881114215001	KETOMED 2% GEL 15GR	TUBTUB1	TUB	1	1.00	20700.00	22770.00	0.00	1.00	0.00	20700.00	22770.00	1.00	04/29/2014	ASPBFS0179	07/13/2015	1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	K-0225	1			18000.00	18000.00	10/08/2013	0881114215001	2140100002	5.00	0.00	19800.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	CR/SALEP	PRESCRIPTION	Drugs	Dermatologicals	Topical Antifungals & Antiparasites		0.00	Y		0	3	-	-	-	0.00	0.00	
404	2	14	21	11	0	0	0881114221001	DESOLEX  LOT 10ML	BHBH1	BH	1	1.00	21176.00	23294.00	0.00	1.00	0.00	21176.00	23294.00	1.00	03/13/2014	ASPBFS0179	06/12/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00		1	BMJAYA		19250.00	19250.00	01/14/2013	0881114221001	2140100002	5.00	0.00	19250.00	8995232700359	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	CR/SALEP	PRESCRIPTION	Drugs	Dermatologicals	Topical Corticosteroids		0.00	Y		0	3	-	-	-	0.00	0.00	
404	2	14	26	11	0	0	0881114226003	KLODERMA OINT 10GR	TUBTUB1	TUB	1	1.00	25000.00	27500.00	0.00	1.00	0.00	25000.00	27500.00	1.00	04/22/2014	ASPBFS0179	05/03/2015	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	K-0259	1	BMJAYA		21850.00	21850.00	10/08/2013	0881114226003	2140100002	5.00	0.00	24035.00	8995232700281	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	CR/SALEP	PRESCRIPTION	Drugs	Dermatologicals	Topical Corticosteroids		0.00	Y		0	3	-	-	-	0.00	0.00	
404	2	14	26	11	0	0	0881114226004	KLODERMA OINT 5GR	TUBTUB1	TUB	1	1.00	18500.00	20350.00	0.00	1.00	0.00	16800.00	18480.00	1.00	04/29/2014	ASPBFS0179	09/29/2015	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	K-0260	1	BMJAYA		18500.00	18500.00	10/08/2013	0881114226004	2140100002	5.00	0.00	16500.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	CR/SALEP	PRESCRIPTION	Drugs	Dermatologicals	Topical Corticosteroids		0.00	Y		0	3	-	-	-	0.00	0.00	
404	2	14	34	11	0	0	0881114234001	KETOMED 2% SCALP LOT 60ML	BTLBTL1	BTL	1	1.00	36400.00	40040.00	0.00	1.00	0.00	31625.00	34788.00	0.00	04/29/2014	ASPBFS0179	09/17/2015	1	1.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+2.00000000000000E+000	0.00	K-0226	1			36400.00	36400.00	01/06/2014	0881114234001	2140100002	5.00	0.00	30250.00	8995232700427	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	CR/SALEP	PRESCRIPTION	Drugs	Dermatologicals	Topical Antifungals & Antiparasites		0.00	Y		0	3	-	-	-	0.00	0.00	
195	2	0	2200	12	0	0	1951222002010	LASERIN FLU 100ML	BTLBTL1	BTL	1	1.00	11364.00	12500.00	0.00	0.00	0.00	11364.00	12500.00	1.00	03/14/2014	ASPBFS0004	02/26/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			11023.00	11023.00	03/12/2014	1951222002010		3.00	0.00	0.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00						-	0.00	Y		-		-	-	-	0.00	0.00	
195	2	0	2200	12	0	0	1951222002009	LASERIN PLUS 100ML	BTLBTL1	BTL	1	1.00	12818.00	14100.00	0.00	0.00	0.00	12818.00	14100.00	1.00	03/14/2014	ASPBFS0004	02/26/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			12433.00	12433.00	03/12/2014	1951222002009		2.00	0.00	0.00	8993079831755	1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00						-	0.00	Y		-	3	-	-	-	0.00	0.00	
121	2	013	0902	11	0	0	1211109022004	GRAZOLAM 0.5MG TAB@40 INHEA	DUSTAB40	TAB	40	0.50	250.00	275.00	0.00	1.00	0.00	0.00	0.00	1.00	06/29/2015		06/29/2015	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			0.00	0.00	08/27/2015	1211109022004		0.00	0.00	0.00		10.00	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00		PRESCRIPTION	Drugs	Central Nervous System	Hypnotics & Sedatives	-	0.00	Y		0	3	-	-	-	0.00	0.00	
121	2	013	0902	11	1	0	1211109023001	GRAZOLAM 1MG TAB@30 ASK	DUSTAB30	TAB	30	1.00	750.00	825.00	0.00	1.00	0.00	750.00	825.00	1.00	02/02/2009		01/10/2012	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-	-	+0.00000000000000E+000	0.00		1			750.00	750.00	08/27/2015	1211109023001		0.00	0.00	0.00	NB	1.00	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00		PRESCRIPTION	Drugs	Central Nervous System	Hypnotics & Sedatives	-	0.00	Y		-	3	-	-	-	0.00	0.00	
092	2	12	35	12	0	0	0921212235003	CAVIPLEX SYR 60ML	BTLBTL1	BTL	1	1.00	5020.00	5522.00	0.00	0.00	0.00	4560.00	5016.00	1.00	04/28/2014	ASPBFS0530	10/04/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	C-0192	1	BMJAYA		4273.00	4273.00	07/25/2012	0921212235003	2140100002	8.33	0.00	5995.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	HV VIT ANA						0.00	Y		0	3	-	-	-	0.00	0.00	
092	2	12	41	12	0	0	0921212241005	CAVIPLEX KPL@100	DUSTAB100	TAB	100	1.00	348.00	382.00	0.00	0.00	0.00	348.00	382.00	1.00	03/04/2014	ASPBFS0530	03/17/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	03/01/	1	BMJAYA		348.00	348.00	02/06/2013	0921212241005	2140100002	0.00	0.00	331.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	SUPLEMENT						0.00	Y		0		-	-	-	0.00	0.00	
092	2	14	07	11	0	0	0921114207001	ERLAMYCETINE 1% TT 10ML	FLSFLS1	FLS	1	1.00	4620.00	5082.00	0.00	1.00	0.00	4200.00	4620.00	0.00	04/30/2014	ASPBFA0067	09/25/2015	1	0.00	0.00	-2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+2.00000000000000E+000	0.00	E-0272	1	BMJAYA		3696.00	3696.00	11/27/2013	0921114207001	2140100002	20.00	0.00	2805.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	EAR DROP	PRESCRIPTION	Drugs	Ear & Mouth / Throat	Ear Anti-Infectives & Antiseptics		0.00	Y		0	3	-	-	-	0.00	0.00	
092	2	14	12	11	0	0	0921114212002	ERLAMYCETINE 0.5% TM 10ML	FLSFLS1	FLS	1	1.00	10520.00	11572.00	0.00	1.00	0.00	9559.00	10515.00	0.00	04/30/2014	ASPBFA0067	10/21/2015	1	0.00	0.00	-2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+1.00000000000000E+000	0.00	E-0273	1	BMJAYA		8774.00	8774.00	03/25/2014	0921114212002	2140100002	16.70	0.00	4455.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	EYE DROP	PRESCRIPTION	Drugs	Eye	Eye Anti-Infectives & Antiseptics		0.00	Y		0	3	-	-	-	0.00	0.00	
092	2	14	12	11	0	0	0921114212003	ERLAMYCETINE 1% SM 3.5GR	TUBTUB1	TUB	1	1.00	12750.00	14025.00	0.00	1.00	0.00	2550.00	2805.00	0.00	04/25/2014	ASPBFA0067	10/21/2015	1	1.00	0.00	-3.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+2.00000000000000E+000	0.00	E-0274	1	BMJAYA		11475.00	11475.00	11/27/2013	0921114212003	2140100002	10.00	0.00	2805.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	EYE DROP	PRESCRIPTION	Drugs	Eye	Eye Anti-Infectives & Antiseptics		0.00	Y		0	3	-	-	-	0.00	0.00	
096	2	13	20	12	0	0	0961213220001	AFRIN 0.025% NAS DROP PED 10ML	FLSFLS1	FLS	1	1.00	63244.00	69568.00	0.00	0.00	0.00	57497.00	63247.00	1.00	01/16/2014	ASPBFA0013	01/06/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	A-0195	1			58817.00	58817.00	03/01/2011	0961213220001	2140100002	7.00	0.00	57497.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00		PRESCRIPTION	Drugs	Respiratory System	Nasal Decongestant & Other Nasal Preparations		0.00	Y		0	3	-	-	-	0.00	0.00	
305	2	14	41	11	0	0	0961213241001	POLARAMINE 2MG TAB@150	DUSTAB150	TAB	150	2.00	2481.00	2729.00	0.00	1.00	0.00	2481.00	2729.00	1.00	02/19/2014	ASPBFA0013	02/10/2015	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	P-0552	1			2481.00	2481.00	04/25/2011	0961213241001	2140100002	2.50	0.00	2599.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	HISTAMIN	PRESCRIPTION	Drugs	Allergy & Immune System	Antihistamines & Antiallergics		0.00	Y		0	3	-	-	-	0.00	0.00	
305	2	14	26	11	0	0	0961114226001	DIPROGENTA OINT  5GR	TUBTUB1	TUB	1	1.00	52891.00	58180.00	0.00	1.00	0.00	49201.00	54121.00	0.00	08/06/2014	ASPBFA0013	09/20/2015	1	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+1.00000000000000E+000	0.00	D-0636	1			38765.00	38765.00	09/19/2013	0961114226001	2140100002	0.00	0.00	44627.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	CR/SALEP	PRESCRIPTION	Drugs	Dermatologicals	Topical Anti-infectives with Corticosteroids		0.00	Y		0	3	-	-	-	0.00	0.00	
305	2	14	35	11	0	0	0961114235001	CLARITIN 5MG/5ML SYR 30ML	BTLBTL1	BTL	1	5.00	37340.00	41074.00	0.00	1.00	0.00	37340.00	41074.00	1.00	04/15/2014	ASPBFA0013	01/20/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	C-0648	1	BMJAYA		29390.00	29390.00	06/24/2010	0961114235001	2140100002	0.00	0.00	32329.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	BMJAYA	PRESCRIPTION	Drugs	Allergy & Immune System	Antihistamines & Antiallergics		0.00	Y		0	3	-	-	-	0.00	0.00	
305	2	14	35	11	0	0	0961114235002	CLARITIN 5MG/5ML SYR 60ML	BTLBTL1	BTL	1	5.00	69827.00	76810.00	0.00	1.00	0.00	69827.00	76810.00	1.00	03/13/2014	ASPBFA0013	03/10/2014	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+0.00000000000000E+000	0.00	C-0649	1	BMJAYA		54960.00	54960.00	06/24/2010	0961114235002	2140100002	0.00	0.00	60456.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	BMJAYA	PRESCRIPTION	Drugs	Allergy & Immune System	Antihistamines & Antiallergics		0.00	Y		0	3	-	-	-	0.00	0.00	
097	2	14	01	14	0	0	0971414201006	VITAMIN C 10% AMP 2ML ETH	DUSAMP100	AMP	100	10.00	5830.00	6413.00	0.00	0.00	0.00	5830.00	6413.00	0.00	07/03/2013	AS00000163	10/03/2015	1	7.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	-	-	+4.00000000000000E+000	0.00	V-0549	1			5830.00	5830.00	08/15/2012	0971414201006	2140100002	0.00	0.00	6141.00		1.00	1.30	1.25	1.15	1.25	0.00	0.00	0.00	0.00	-	-	0.00	0.00	0.00	0.00	INJEK/INFU	PRESCRIPTION	Drugs	Intravenous & Other Sterile So	Intravenous & Other Sterile Solutions		0.00	Y		0	3	-	-	-	0.00	0.00	
